Group	Sample	Method	Read1	Read2
Tumor	LUAD_TP199	PE	UNCID_2188435.b73f5912-d163-4812-995c-0a273f543af1.120713_UNC11-SN627_0244_AD13UDACXX_5_TTAGGC.tar.gz	UNCID_2188435.b73f5912-d163-4812-995c-0a273f543af1.120713_UNC11-SN627_0244_AD13UDACXX_5_TTAGGC.tar.gz
Tumor	LUAD_TP2	PE	UNCID_2200489.785a76b0-7ae7-44ed-a8a6-519fe6e15f04.111130_UNC10-SN254_0310_BC06BYACXX_3_GATCAG.tar.gz	UNCID_2200489.785a76b0-7ae7-44ed-a8a6-519fe6e15f04.111130_UNC10-SN254_0310_BC06BYACXX_3_GATCAG.tar.gz
Tumor	LUAD_TP20	PE	UNCID_2197271.8b0a1ab6-e7ea-45f9-9e3a-bd98b3f59972.111122_UNC13-SN749_0137_BD098JACXX_1_GATCAG.tar.gz	UNCID_2197271.8b0a1ab6-e7ea-45f9-9e3a-bd98b3f59972.111122_UNC13-SN749_0137_BD098JACXX_1_GATCAG.tar.gz
Tumor	LUAD_TP200	PE	UNCID_2188445.6b6d7855-8621-45f8-98c9-5ad5b924b15e.120713_UNC11-SN627_0244_AD13UDACXX_1_ATCACG.tar.gz	UNCID_2188445.6b6d7855-8621-45f8-98c9-5ad5b924b15e.120713_UNC11-SN627_0244_AD13UDACXX_1_ATCACG.tar.gz
Tumor	LUAD_TP201	PE	UNCID_2188446.7d6cf896-b04a-431a-a192-aaf540eeaf77.120713_UNC11-SN627_0244_AD13UDACXX_4_GGCTAC.tar.gz	UNCID_2188446.7d6cf896-b04a-431a-a192-aaf540eeaf77.120713_UNC11-SN627_0244_AD13UDACXX_4_GGCTAC.tar.gz
Tumor	LUAD_TP202	PE	UNCID_2188447.e4177b01-6898-4bb7-b38d-0c09f85c5668.120713_UNC11-SN627_0244_AD13UDACXX_2_GATCAG.tar.gz	UNCID_2188447.e4177b01-6898-4bb7-b38d-0c09f85c5668.120713_UNC11-SN627_0244_AD13UDACXX_2_GATCAG.tar.gz
Tumor	LUAD_TP203	PE	UNCID_2189440.36c6906f-7f3e-4bb4-9813-246dc7669fc6.120529_UNC16-SN851_0164_AD12VAACXX_1_ACTTGA.tar.gz	UNCID_2189440.36c6906f-7f3e-4bb4-9813-246dc7669fc6.120529_UNC16-SN851_0164_AD12VAACXX_1_ACTTGA.tar.gz
Tumor	LUAD_TP204	PE	UNCID_2189442.e4ac001e-f87e-4c46-8e0e-cee8a4f80965.120529_UNC16-SN851_0164_AD12VAACXX_1_CTTGTA.tar.gz	UNCID_2189442.e4ac001e-f87e-4c46-8e0e-cee8a4f80965.120529_UNC16-SN851_0164_AD12VAACXX_1_CTTGTA.tar.gz
Tumor	LUAD_TP205	PE	UNCID_2189480.97c75ab2-4b91-4c26-992e-ed1252805aac.120525_UNC14-SN744_0241_BC0VWAACXX_8_TTAGGC.tar.gz	UNCID_2189480.97c75ab2-4b91-4c26-992e-ed1252805aac.120525_UNC14-SN744_0241_BC0VWAACXX_8_TTAGGC.tar.gz
Tumor	LUAD_TP206	PE	UNCID_2189482.8684c13a-9445-45a8-b37f-ce2b04b218bf.120525_UNC14-SN744_0241_BC0VWAACXX_8_GGCTAC.tar.gz	UNCID_2189482.8684c13a-9445-45a8-b37f-ce2b04b218bf.120525_UNC14-SN744_0241_BC0VWAACXX_8_GGCTAC.tar.gz
Tumor	LUAD_TP207	PE	UNCID_2189484.6191a9e8-7ed1-49d0-b582-e38b29c61649.120525_UNC14-SN744_0241_BC0VWAACXX_6_GCCAAT.tar.gz	UNCID_2189484.6191a9e8-7ed1-49d0-b582-e38b29c61649.120525_UNC14-SN744_0241_BC0VWAACXX_6_GCCAAT.tar.gz
Tumor	LUAD_TP208	PE	UNCID_2189485.cfa04d49-cec6-4454-b10e-8b4600485f12.120525_UNC14-SN744_0241_BC0VWAACXX_7_CGATGT.tar.gz	UNCID_2189485.cfa04d49-cec6-4454-b10e-8b4600485f12.120525_UNC14-SN744_0241_BC0VWAACXX_7_CGATGT.tar.gz
Tumor	LUAD_TP209	PE	UNCID_2189486.671a4dd5-cb2a-4d9b-aec7-c5963d50f2ab.120525_UNC14-SN744_0241_BC0VWAACXX_5_ATCACG.tar.gz	UNCID_2189486.671a4dd5-cb2a-4d9b-aec7-c5963d50f2ab.120525_UNC14-SN744_0241_BC0VWAACXX_5_ATCACG.tar.gz
Tumor	LUAD_TP21	PE	UNCID_2200103.ed630d55-aca9-4b8e-9128-f89177733bd5.111208_UNC10-SN254_0312_AD0JRVACXX_4_TAGCTT.tar.gz	UNCID_2200103.ed630d55-aca9-4b8e-9128-f89177733bd5.111208_UNC10-SN254_0312_AD0JRVACXX_4_TAGCTT.tar.gz
Tumor	LUAD_TP210	PE	UNCID_2189487.b0b8fd4b-d725-417b-b17b-4cb6a7136459.120525_UNC14-SN744_0241_BC0VWAACXX_7_CAGATC.tar.gz	UNCID_2189487.b0b8fd4b-d725-417b-b17b-4cb6a7136459.120525_UNC14-SN744_0241_BC0VWAACXX_7_CAGATC.tar.gz
Tumor	LUAD_TP211	PE	UNCID_2189488.54e59fdb-a377-4f69-84aa-8aa21312d270.120525_UNC14-SN744_0241_BC0VWAACXX_4_TTAGGC.tar.gz	UNCID_2189488.54e59fdb-a377-4f69-84aa-8aa21312d270.120525_UNC14-SN744_0241_BC0VWAACXX_4_TTAGGC.tar.gz
Tumor	LUAD_TP212	PE	UNCID_2189491.1fd32c7c-73dd-4c17-a0ac-7b33f610976e.120525_UNC14-SN744_0241_BC0VWAACXX_3_TAGCTT.tar.gz	UNCID_2189491.1fd32c7c-73dd-4c17-a0ac-7b33f610976e.120525_UNC14-SN744_0241_BC0VWAACXX_3_TAGCTT.tar.gz
Tumor	LUAD_TP213	PE	UNCID_2189492.c0639498-dcbb-432b-816a-1aa025c5ad60.120525_UNC14-SN744_0241_BC0VWAACXX_4_ACTTGA.tar.gz	UNCID_2189492.c0639498-dcbb-432b-816a-1aa025c5ad60.120525_UNC14-SN744_0241_BC0VWAACXX_4_ACTTGA.tar.gz
Tumor	LUAD_TP214	PE	UNCID_2189493.8deed508-4b81-4573-afc1-a3da5ca52c60.120525_UNC14-SN744_0241_BC0VWAACXX_3_TGACCA.tar.gz	UNCID_2189493.8deed508-4b81-4573-afc1-a3da5ca52c60.120525_UNC14-SN744_0241_BC0VWAACXX_3_TGACCA.tar.gz
Tumor	LUAD_TP215	PE	UNCID_2189494.13549fc9-6145-4853-88a6-39c78cb3ab0a.120525_UNC14-SN744_0241_BC0VWAACXX_2_GATCAG.tar.gz	UNCID_2189494.13549fc9-6145-4853-88a6-39c78cb3ab0a.120525_UNC14-SN744_0241_BC0VWAACXX_2_GATCAG.tar.gz
Tumor	LUAD_TP216	PE	UNCID_2189495.add23090-21e1-4cc2-a833-539b1db1e05f.120525_UNC14-SN744_0241_BC0VWAACXX_1_ACAGTG.tar.gz	UNCID_2189495.add23090-21e1-4cc2-a833-539b1db1e05f.120525_UNC14-SN744_0241_BC0VWAACXX_1_ACAGTG.tar.gz
Tumor	LUAD_TP217	PE	UNCID_2189496.fa3d0703-ce5e-49a9-96a6-0777f8e81cd3.120525_UNC15-SN850_0216_BC0MB1ACXX_8_CGATGT.tar.gz	UNCID_2189496.fa3d0703-ce5e-49a9-96a6-0777f8e81cd3.120525_UNC15-SN850_0216_BC0MB1ACXX_8_CGATGT.tar.gz
Tumor	LUAD_TP218	PE	UNCID_2189503.c9cf5f5f-30de-4062-99c3-dcb9cfd55870.120525_UNC15-SN850_0216_BC0MB1ACXX_8_CAGATC.tar.gz	UNCID_2189503.c9cf5f5f-30de-4062-99c3-dcb9cfd55870.120525_UNC15-SN850_0216_BC0MB1ACXX_8_CAGATC.tar.gz
Tumor	LUAD_TP219	PE	UNCID_2189504.e6817dfb-7634-4321-9627-ce94feb46011.120525_UNC15-SN850_0216_BC0MB1ACXX_7_ATCACG.tar.gz	UNCID_2189504.e6817dfb-7634-4321-9627-ce94feb46011.120525_UNC15-SN850_0216_BC0MB1ACXX_7_ATCACG.tar.gz
Tumor	LUAD_TP22	PE	UNCID_2187832.7a25f591-c475-4bc4-a0ad-85f41e072608.120724_UNC11-SN627_0247_AC0Y10ACXX_3_GGCTAC.tar.gz	UNCID_2187832.7a25f591-c475-4bc4-a0ad-85f41e072608.120724_UNC11-SN627_0247_AC0Y10ACXX_3_GGCTAC.tar.gz
Tumor	LUAD_TP220	PE	UNCID_2189512.b08923df-9b70-48eb-bc2b-023d1e1b0eeb.120525_UNC15-SN850_0216_BC0MB1ACXX_6_TAGCTT.tar.gz	UNCID_2189512.b08923df-9b70-48eb-bc2b-023d1e1b0eeb.120525_UNC15-SN850_0216_BC0MB1ACXX_6_TAGCTT.tar.gz
Tumor	LUAD_TP221	PE	UNCID_2189513.96b3c91a-389e-48cc-9347-ed65fa70f3de.120525_UNC15-SN850_0216_BC0MB1ACXX_5_ACTTGA.tar.gz	UNCID_2189513.96b3c91a-389e-48cc-9347-ed65fa70f3de.120525_UNC15-SN850_0216_BC0MB1ACXX_5_ACTTGA.tar.gz
Tumor	LUAD_TP222	PE	UNCID_2189514.b524809c-72a5-4e46-a3d9-7a838fbc4f02.120525_UNC15-SN850_0216_BC0MB1ACXX_6_GGCTAC.tar.gz	UNCID_2189514.b524809c-72a5-4e46-a3d9-7a838fbc4f02.120525_UNC15-SN850_0216_BC0MB1ACXX_6_GGCTAC.tar.gz
Tumor	LUAD_TP223	PE	UNCID_2189515.43d4cf00-5ed1-4f50-a2a4-31ee7c387eb9.120525_UNC15-SN850_0216_BC0MB1ACXX_5_GATCAG.tar.gz	UNCID_2189515.43d4cf00-5ed1-4f50-a2a4-31ee7c387eb9.120525_UNC15-SN850_0216_BC0MB1ACXX_5_GATCAG.tar.gz
Tumor	LUAD_TP224	PE	UNCID_2189517.5877248b-dff8-494d-a5c1-7721072ec225.120525_UNC15-SN850_0216_BC0MB1ACXX_4_CAGATC.tar.gz	UNCID_2189517.5877248b-dff8-494d-a5c1-7721072ec225.120525_UNC15-SN850_0216_BC0MB1ACXX_4_CAGATC.tar.gz
Tumor	LUAD_TP225	PE	UNCID_2189518.8af91e43-8345-432a-a758-1ce8aa55c664.120525_UNC15-SN850_0216_BC0MB1ACXX_3_TGACCA.tar.gz	UNCID_2189518.8af91e43-8345-432a-a758-1ce8aa55c664.120525_UNC15-SN850_0216_BC0MB1ACXX_3_TGACCA.tar.gz
Tumor	LUAD_TP226	PE	UNCID_2189524.ed7e5789-ce06-4213-beda-f0892b103ce4.120525_UNC15-SN850_0216_BC0MB1ACXX_2_TTAGGC.tar.gz	UNCID_2189524.ed7e5789-ce06-4213-beda-f0892b103ce4.120525_UNC15-SN850_0216_BC0MB1ACXX_2_TTAGGC.tar.gz
Tumor	LUAD_TP227	PE	UNCID_2189526.4bd54818-dbda-44f7-837e-0235716712d9.120525_UNC15-SN850_0216_BC0MB1ACXX_1_GCCAAT.tar.gz	UNCID_2189526.4bd54818-dbda-44f7-837e-0235716712d9.120525_UNC15-SN850_0216_BC0MB1ACXX_1_GCCAAT.tar.gz
Tumor	LUAD_TP228	PE	UNCID_2189527.22366c3f-bf63-421e-b086-0ffb87945bf9.120525_UNC15-SN850_0216_BC0MB1ACXX_2_CGATGT.tar.gz	UNCID_2189527.22366c3f-bf63-421e-b086-0ffb87945bf9.120525_UNC15-SN850_0216_BC0MB1ACXX_2_CGATGT.tar.gz
Tumor	LUAD_TP229	PE	UNCID_2189630.dbeac9fe-cb6a-464c-9a96-d586797b1da0.120525_UNC14-SN744_0241_BC0VWAACXX_1_GGCTAC.tar.gz	UNCID_2189630.dbeac9fe-cb6a-464c-9a96-d586797b1da0.120525_UNC14-SN744_0241_BC0VWAACXX_1_GGCTAC.tar.gz
Tumor	LUAD_TP23	PE	UNCID_2187851.3f4a27fd-378a-4d74-91c1-eda773c26b79.120724_UNC11-SN627_0247_AC0Y10ACXX_5_CAGATC.tar.gz	UNCID_2187851.3f4a27fd-378a-4d74-91c1-eda773c26b79.120724_UNC11-SN627_0247_AC0Y10ACXX_5_CAGATC.tar.gz
Tumor	LUAD_TP230	PE	UNCID_2189636.c2842301-c4ec-41c6-96f7-53701541d93c.120525_UNC14-SN744_0241_BC0VWAACXX_2_CTTGTA.tar.gz	UNCID_2189636.c2842301-c4ec-41c6-96f7-53701541d93c.120525_UNC14-SN744_0241_BC0VWAACXX_2_CTTGTA.tar.gz
Tumor	LUAD_TP231	PE	UNCID_2189637.40adb8fd-ac1d-4f5d-98a4-3bb5256626c4.120525_UNC15-SN850_0216_BC0MB1ACXX_7_CTTGTA.tar.gz	UNCID_2189637.40adb8fd-ac1d-4f5d-98a4-3bb5256626c4.120525_UNC15-SN850_0216_BC0MB1ACXX_7_CTTGTA.tar.gz
Tumor	LUAD_TP232	PE	UNCID_2189653.ce03cab8-df0a-433b-bc39-96203ab061a1.120525_UNC14-SN744_0241_BC0VWAACXX_5_GATCAG.tar.gz	UNCID_2189653.ce03cab8-df0a-433b-bc39-96203ab061a1.120525_UNC14-SN744_0241_BC0VWAACXX_5_GATCAG.tar.gz
Tumor	LUAD_TP233	PE	UNCID_2189654.7f0fe109-7153-46a8-81d7-2f132ee513f5.120525_UNC15-SN850_0216_BC0MB1ACXX_4_GCCAAT.tar.gz	UNCID_2189654.7f0fe109-7153-46a8-81d7-2f132ee513f5.120525_UNC15-SN850_0216_BC0MB1ACXX_4_GCCAAT.tar.gz
Tumor	LUAD_TP234	PE	UNCID_2189663.26900eb0-165e-463e-84ad-51321287d2c3.120525_UNC14-SN744_0241_BC0VWAACXX_6_TAGCTT.tar.gz	UNCID_2189663.26900eb0-165e-463e-84ad-51321287d2c3.120525_UNC14-SN744_0241_BC0VWAACXX_6_TAGCTT.tar.gz
Tumor	LUAD_TP235	PE	UNCID_2189669.04104d50-dcf7-4e77-9038-8fed73db6a12.120525_UNC15-SN850_0216_BC0MB1ACXX_3_ACAGTG.tar.gz	UNCID_2189669.04104d50-dcf7-4e77-9038-8fed73db6a12.120525_UNC15-SN850_0216_BC0MB1ACXX_3_ACAGTG.tar.gz
Tumor	LUAD_TP236	PE	UNCID_2192187.01a75809-bb4e-42f3-a3ca-25e4d1ca37a3.120228_UNC12-SN629_0189_BD0LKPACXX_8_TTAGGC.tar.gz	UNCID_2192187.01a75809-bb4e-42f3-a3ca-25e4d1ca37a3.120228_UNC12-SN629_0189_BD0LKPACXX_8_TTAGGC.tar.gz
Tumor	LUAD_TP237	PE	UNCID_2192211.50d03646-1082-4ae3-9853-f5295006f11a.120228_UNC12-SN629_0189_BD0LKPACXX_6_ACTTGA.tar.gz	UNCID_2192211.50d03646-1082-4ae3-9853-f5295006f11a.120228_UNC12-SN629_0189_BD0LKPACXX_6_ACTTGA.tar.gz
Tumor	LUAD_TP238	PE	UNCID_2192234.829b31ba-7ab2-475e-bad9-1d1a9b6ab13f.120228_UNC12-SN629_0189_BD0LKPACXX_7_ACAGTG.tar.gz	UNCID_2192234.829b31ba-7ab2-475e-bad9-1d1a9b6ab13f.120228_UNC12-SN629_0189_BD0LKPACXX_7_ACAGTG.tar.gz
Tumor	LUAD_TP239	PE	UNCID_2192247.e0c25421-eda1-4204-8d86-37613a005180.120228_UNC12-SN629_0189_BD0LKPACXX_5_TGACCA.tar.gz	UNCID_2192247.e0c25421-eda1-4204-8d86-37613a005180.120228_UNC12-SN629_0189_BD0LKPACXX_5_TGACCA.tar.gz
Tumor	LUAD_TP24	PE	UNCID_2199351.a7a6d133-a7d0-44ea-bac5-3a8b7ddd9cd8.111229_UNC15-SN850_0157_AD0MHHACXX_6_CAGATC.tar.gz	UNCID_2199351.a7a6d133-a7d0-44ea-bac5-3a8b7ddd9cd8.111229_UNC15-SN850_0157_AD0MHHACXX_6_CAGATC.tar.gz
Tumor	LUAD_TP240	PE	UNCID_2192255.0b8ef0be-c6fb-4ca9-9da0-f97dd22767bf.120228_UNC12-SN629_0189_BD0LKPACXX_4_CGATGT.tar.gz	UNCID_2192255.0b8ef0be-c6fb-4ca9-9da0-f97dd22767bf.120228_UNC12-SN629_0189_BD0LKPACXX_4_CGATGT.tar.gz
Tumor	LUAD_TP241	PE	UNCID_2192264.f3196cf4-2cda-4377-9089-e29434cbd4d4.120228_UNC12-SN629_0189_BD0LKPACXX_6_ATCACG.tar.gz	UNCID_2192264.f3196cf4-2cda-4377-9089-e29434cbd4d4.120228_UNC12-SN629_0189_BD0LKPACXX_6_ATCACG.tar.gz
